user_id,name,email,goal,skills,competency_level,acquired_badges,learning_history,employment_history,education_level,engagement_metrics,recommendation_history
U02182,Madison Gonzalez,vjones@example.org,Become a Cloud Engineer,"['Cybersecurity', 'Data Analysis', 'Python', 'DevOps']",Intermediate,[],Completed the 'Machine Learning Pro' course at Udacity,"Worked at Martinez, Montes and Beasley for 1 years",High School,Moderate,[]
U02183,Ann White,ohahn@example.com,Become a Machine Learning Researcher,"['Data Analysis', 'Cybersecurity', 'SQL', 'Python']",Advanced,"['B02840', 'B08980', 'B02935']",Completed the 'Big Data Analyst' course at Coursera,"Worked at Gray, Nelson and Wolfe for 2 years",PhD,Moderate,['B06721']
U02184,Gregg Horne,jblake@example.com,Become a Software Engineer,"['Cloud Computing', 'DevOps']",Advanced,"['B00788', 'B04547', 'B05559', 'B08056', 'B09519']",Completed the 'Data Science Expert' course at edX,Worked at Weeks Ltd for 3 years,Bachelor's Degree,Moderate,"['B04255', 'B05416', 'B01685', 'B03479']"
U02185,Lisa Campbell,walshjeremy@example.com,Become a Machine Learning Researcher,"['Deep Learning', 'Machine Learning', 'Cloud Computing']",Beginner,"['B00556', 'B06147']",Completed the 'DevOps Engineer' course at edX,Worked at Davis-Higgins for 3 years,Bachelor's Degree,Low,['B02530']
U02186,Christopher Wilson,colemelissa@example.net,Become a Data Scientist,"['SQL', 'Python', 'Machine Learning']",Intermediate,"['B07596', 'B01672', 'B07581']",Completed the 'DevOps Engineer' course at IBM,Worked at Porter PLC for 2 years,PhD,Highly Active,[]
U02187,Lisa Morris,bmyers@example.com,Become an AI Expert,"['Python', 'Machine Learning', 'Cloud Computing', 'UI/UX']",Beginner,"['B02283', 'B03180', 'B01887', 'B01585', 'B01399']",Completed the 'Data Science Expert' course at Udacity,"Worked at Preston, Blackwell and Wood for 1 years",Master's Degree,Highly Active,"['B00921', 'B01666', 'B04249', 'B09315']"
U02188,Jill Brown,alexis35@example.net,Become a Data Scientist,"['Cybersecurity', 'Python', 'UI/UX', 'Deep Learning']",Advanced,[],Completed the 'Big Data Analyst' course at Coursera,Worked at Carter-Hawkins for 2 years,PhD,Moderate,['B08232']
U02189,Paul Smith,kirsten14@example.net,Become an AI Expert,"['UI/UX', 'Data Analysis']",Advanced,"['B06914', 'B00460']",Completed the 'Data Science Expert' course at edX,Worked at Rojas-Baker for 2 years,Bachelor's Degree,Moderate,['B01239']
U02190,Amy Walton,lauren80@example.com,Become a Machine Learning Researcher,['Cybersecurity'],Beginner,"['B07656', 'B09327', 'B04586']",Completed the 'AI Specialist' course at Coursera,Worked at Scott-Delacruz for 2 years,Master's Degree,Low,"['B02435', 'B06425']"
U02191,Jamie Simpson,jamesjustin@example.com,Become a Data Scientist,"['Python', 'DevOps', 'UI/UX']",Advanced,['B08605'],Completed the 'Deep Learning Master' course at edX,Worked at Li-Hernandez for 3 years,Master's Degree,Highly Active,"['B04421', 'B03255', 'B06786', 'B01668', 'B03701']"
U02192,Sean Eaton,ssanchez@example.net,Become a Data Scientist,"['Machine Learning', 'Data Analysis']",Beginner,[],Completed the 'Deep Learning Master' course at IBM,Worked at Moore Inc for 1 years,Master's Degree,Low,[]
U02193,Dr. Melissa Garcia,zfrazier@example.net,Become a Cloud Engineer,['Cloud Computing'],Intermediate,"['B03289', 'B06004']",Completed the 'UI/UX Designer' course at Google,"Worked at Barnes, Lewis and Smith for 5 years",PhD,Highly Active,"['B02549', 'B01960', 'B08849', 'B00685', 'B04279']"
U02194,Jack Bishop,ygibbs@example.com,Become a Data Scientist,"['Cybersecurity', 'UI/UX', 'Data Analysis', 'Cloud Computing']",Beginner,"['B04492', 'B05642', 'B06597', 'B06039', 'B02787']",Completed the 'Machine Learning Pro' course at Coursera,"Worked at Lane, Alexander and Mills for 4 years",High School,Low,['B07652']
U02195,Jeremy Thomas,vazquezbrenda@example.org,Become a Cloud Engineer,"['Deep Learning', 'Cloud Computing', 'Data Analysis']",Beginner,"['B07162', 'B02926', 'B01284', 'B08939']",Completed the 'Big Data Analyst' course at Udacity,"Worked at Meyer, Melton and Johnson for 4 years",High School,Low,"['B04835', 'B06817', 'B03472']"
U02196,Jason Reid,shelby08@example.net,Become a Software Engineer,['Deep Learning'],Intermediate,"['B00913', 'B04178', 'B07763', 'B03559', 'B02511']",Completed the 'Data Science Expert' course at Udacity,Worked at Whitney-Wells for 4 years,Master's Degree,Low,"['B06744', 'B07601', 'B08778', 'B07129']"
U02197,Laura Pearson,allison26@example.org,Become a Data Scientist,['Machine Learning'],Beginner,"['B06745', 'B01645']",Completed the 'UI/UX Designer' course at Coursera,"Worked at Hampton, Montgomery and Woodward for 2 years",High School,Highly Active,"['B02190', 'B03510']"
U02198,Cameron Greene,elizabeth33@example.org,Become a Data Scientist,"['Cybersecurity', 'Data Analysis', 'SQL']",Advanced,"['B00585', 'B06875']",Completed the 'DevOps Engineer' course at IBM,Worked at Rivera Ltd for 3 years,PhD,Highly Active,['B02575']
U02199,Melissa Torres,ruizsandra@example.org,Become a Software Engineer,"['Data Analysis', 'UI/UX', 'SQL']",Intermediate,"['B04616', 'B09812', 'B01983', 'B04776', 'B08486']",Completed the 'Machine Learning Pro' course at IBM,"Worked at Chen, Mendoza and Hughes for 5 years",PhD,Moderate,['B02819']
U02200,Travis Mitchell,johnlewis@example.com,Become a Machine Learning Researcher,"['DevOps', 'Deep Learning']",Advanced,[],Completed the 'UI/UX Designer' course at edX,Worked at Hutchinson-Johnson for 2 years,Master's Degree,Low,['B07161']
U02201,Michael Thomas,smithhaley@example.net,Become an AI Expert,"['Python', 'DevOps', 'SQL', 'Cloud Computing']",Advanced,['B06961'],Completed the 'Machine Learning Pro' course at edX,"Worked at Finley, Richards and Walker for 3 years",PhD,Highly Active,"['B01716', 'B01283', 'B07160', 'B08661']"
U02202,Tommy Mullins,jamesandersen@example.com,Become a Software Engineer,['Cybersecurity'],Intermediate,"['B07307', 'B05715', 'B02410', 'B01542', 'B09051']",Completed the 'Cloud Computing Guru' course at Google,"Worked at Arias, Atkins and Morales for 1 years",PhD,Highly Active,"['B06115', 'B03172']"
U02203,David Ellis,swatson@example.org,Become a Machine Learning Researcher,"['Deep Learning', 'SQL', 'DevOps']",Advanced,['B00803'],Completed the 'Python Certification' course at IBM,Worked at Miller-Blake for 5 years,Master's Degree,Highly Active,[]
U02204,Gail Brown,sanchezrandall@example.org,Become a Data Scientist,"['Python', 'UI/UX']",Advanced,[],Completed the 'UI/UX Designer' course at IBM,Worked at Brewer-Hughes for 2 years,PhD,Low,"['B05601', 'B07591', 'B00085', 'B07760', 'B02364']"
U02205,Dennis Wilson,pughbonnie@example.org,Become a Machine Learning Researcher,"['Machine Learning', 'SQL']",Advanced,[],Completed the 'Data Science Expert' course at edX,Worked at Armstrong-Black for 4 years,PhD,Moderate,"['B02522', 'B05049', 'B06134', 'B07849']"
U02206,Lori Hernandez,lgolden@example.net,Become an AI Expert,"['UI/UX', 'Data Analysis', 'Machine Learning', 'DevOps']",Beginner,"['B01974', 'B03131']",Completed the 'DevOps Engineer' course at Google,Worked at Hudson Ltd for 4 years,PhD,Moderate,"['B09496', 'B06011']"
U02207,James Nicholson,csnyder@example.com,Become a Cloud Engineer,"['Machine Learning', 'Deep Learning', 'Cloud Computing', 'Python']",Intermediate,"['B00177', 'B06049', 'B08895']",Completed the 'DevOps Engineer' course at Google,Worked at Bowman-Lucas for 1 years,High School,Low,[]
U02208,Stephanie Gibbs,vcasey@example.org,Become a Software Engineer,"['Deep Learning', 'Cybersecurity', 'Cloud Computing']",Intermediate,[],Completed the 'Big Data Analyst' course at edX,Worked at Carter-Montgomery for 3 years,Master's Degree,Highly Active,"['B06597', 'B03429', 'B07875', 'B09088']"
U02209,Austin Russell,amanda84@example.org,Become a Cloud Engineer,"['Cybersecurity', 'DevOps', 'Machine Learning', 'SQL']",Intermediate,"['B03739', 'B05305']",Completed the 'UI/UX Designer' course at edX,Worked at Leon Inc for 5 years,High School,Moderate,"['B08890', 'B07227']"
U02210,Alison Greene,colekyle@example.org,Become a Machine Learning Researcher,['UI/UX'],Intermediate,"['B08607', 'B03096', 'B08740']",Completed the 'UI/UX Designer' course at Google,"Worked at Woods, Hubbard and Campbell for 5 years",PhD,Low,"['B03406', 'B05001', 'B05028']"
U02211,Lori Wolfe,vorr@example.org,Become a Machine Learning Researcher,"['DevOps', 'UI/UX', 'SQL']",Intermediate,[],Completed the 'Cybersecurity Professional' course at IBM,"Worked at Peters, Bush and Scott for 3 years",PhD,Low,"['B09085', 'B06432']"
U02212,Timothy Snyder,pcoleman@example.org,Become an AI Expert,"['DevOps', 'Cybersecurity']",Intermediate,"['B05075', 'B00776', 'B03756', 'B08026', 'B08902']",Completed the 'Big Data Analyst' course at IBM,"Worked at Martinez, Garcia and Hicks for 1 years",Master's Degree,Moderate,[]
U02213,Mrs. Kathy Morales,dtorres@example.com,Become a Data Scientist,"['Deep Learning', 'Data Analysis', 'UI/UX']",Beginner,"['B00019', 'B08987', 'B02613']",Completed the 'Cybersecurity Professional' course at edX,"Worked at Williamson, Thomas and Thompson for 5 years",High School,Moderate,['B09522']
U02214,Daniel Valenzuela,taylorjames@example.com,Become a Cloud Engineer,"['Data Analysis', 'Deep Learning', 'Machine Learning']",Advanced,[],Completed the 'Deep Learning Master' course at Google,"Worked at Grant, Mitchell and Simon for 3 years",High School,Highly Active,"['B09718', 'B09644', 'B01547', 'B05589', 'B04165']"
U02215,Brittany Ortega,davidsmith@example.org,Become an AI Expert,"['Cybersecurity', 'DevOps', 'Data Analysis', 'Deep Learning']",Advanced,"['B06662', 'B00591']",Completed the 'Machine Learning Pro' course at Google,Worked at Brown-Burns for 3 years,Master's Degree,Low,[]
U02216,Adam Jennings,esmith@example.org,Become a Software Engineer,['DevOps'],Beginner,"['B06174', 'B07285']",Completed the 'Cloud Computing Guru' course at IBM,Worked at Moore-Torres for 5 years,Master's Degree,Highly Active,"['B03802', 'B08272', 'B02588', 'B03295']"
U02217,Regina Brown,knightdawn@example.org,Become a Software Engineer,"['DevOps', 'Deep Learning']",Intermediate,['B00264'],Completed the 'AI Specialist' course at IBM,Worked at Stevens Group for 5 years,Bachelor's Degree,Low,"['B09519', 'B09254', 'B09107', 'B07435', 'B03928']"
U02218,Amber Wallace,stephen68@example.com,Become a Cloud Engineer,['Cloud Computing'],Intermediate,"['B04373', 'B08868']",Completed the 'Cloud Computing Guru' course at Coursera,Worked at Morris-Smith for 2 years,PhD,Highly Active,"['B04035', 'B00028', 'B09698', 'B07394', 'B06841']"
U02219,Jennifer Simmons,jacquelinethomas@example.com,Become an AI Expert,"['Cloud Computing', 'Python', 'UI/UX']",Beginner,"['B07310', 'B04549']",Completed the 'UI/UX Designer' course at Coursera,Worked at Blake PLC for 1 years,High School,Moderate,['B04056']
U02220,Bruce Davis,msmith@example.net,Become an AI Expert,"['Python', 'SQL']",Advanced,"['B01414', 'B04055', 'B03906', 'B01471']",Completed the 'Cloud Computing Guru' course at IBM,Worked at Carter-Campbell for 5 years,High School,Low,"['B07232', 'B00878', 'B04536', 'B09048']"
U02221,Larry Neal,brandonevans@example.com,Become a Cloud Engineer,"['SQL', 'Data Analysis', 'Cybersecurity', 'Deep Learning']",Advanced,"['B05871', 'B00223']",Completed the 'UI/UX Designer' course at Udacity,Worked at Phillips Inc for 3 years,High School,Highly Active,"['B06716', 'B09305', 'B06559']"
U02222,Rodney Edwards,brandonlyons@example.org,Become a Data Scientist,"['Deep Learning', 'DevOps', 'Cybersecurity']",Beginner,"['B07578', 'B04953', 'B01763', 'B09589', 'B01458']",Completed the 'AI Specialist' course at IBM,Worked at Stafford Inc for 4 years,PhD,Moderate,"['B09992', 'B00957', 'B06943', 'B03318', 'B01646']"
U02223,Kevin Davis,xjones@example.net,Become a Software Engineer,"['DevOps', 'Cybersecurity', 'Python']",Advanced,['B01346'],Completed the 'UI/UX Designer' course at edX,"Worked at Pineda, Williams and Brown for 4 years",High School,Highly Active,"['B04024', 'B05615', 'B02036', 'B09032']"
U02224,Justin Allen,lawsonbrandi@example.net,Become an AI Expert,"['Python', 'SQL']",Intermediate,"['B03676', 'B00224', 'B07987']",Completed the 'Cybersecurity Professional' course at Google,Worked at Chavez-Ingram for 4 years,Bachelor's Degree,Low,"['B09932', 'B04123']"
U02225,Yolanda Andrews,jackgregory@example.net,Become a Data Scientist,"['SQL', 'Python', 'UI/UX']",Advanced,[],Completed the 'Python Certification' course at Udacity,Worked at Hickman-Ritter for 3 years,PhD,Moderate,"['B00014', 'B02942', 'B02105', 'B02753', 'B00313']"
U02226,Michael Gonzales,ronaldyoung@example.com,Become a Cloud Engineer,"['SQL', 'Cloud Computing', 'Cybersecurity', 'Data Analysis']",Advanced,"['B02693', 'B07161']",Completed the 'AI Specialist' course at edX,Worked at Shaffer Group for 1 years,Bachelor's Degree,Highly Active,"['B03933', 'B02662', 'B08777']"
U02227,Derrick Bates,charlesscott@example.net,Become a Machine Learning Researcher,"['Machine Learning', 'SQL', 'Cybersecurity']",Advanced,['B02649'],Completed the 'AI Specialist' course at IBM,Worked at Davidson-Taylor for 1 years,Bachelor's Degree,Low,['B01602']
U02228,Tiffany Edwards,vryan@example.com,Become a Software Engineer,"['Cybersecurity', 'UI/UX', 'DevOps']",Advanced,[],Completed the 'Data Science Expert' course at IBM,Worked at Johnson-Mitchell for 5 years,Master's Degree,Moderate,"['B06987', 'B09738', 'B08224', 'B06993', 'B02867']"
U02229,Ashley Howard,timothycarlson@example.org,Become a Cloud Engineer,"['DevOps', 'Machine Learning', 'Deep Learning']",Beginner,"['B06734', 'B04731', 'B03632', 'B08168', 'B09807']",Completed the 'Cybersecurity Professional' course at edX,"Worked at Mooney, Watson and Mack for 5 years",Master's Degree,Highly Active,['B09919']
U02230,Joshua Walker,brownwayne@example.net,Become a Cloud Engineer,['SQL'],Beginner,['B01879'],Completed the 'Python Certification' course at IBM,"Worked at Lopez, Neal and Hernandez for 1 years",Bachelor's Degree,Low,['B06133']
U02231,Kevin Campbell,christinagonzales@example.com,Become a Data Scientist,"['Deep Learning', 'DevOps']",Advanced,[],Completed the 'Cybersecurity Professional' course at IBM,Worked at Potter-Mitchell for 2 years,PhD,Low,"['B08168', 'B02642']"
U02232,Lawrence Brown,holtanne@example.org,Become a Cloud Engineer,"['Data Analysis', 'Deep Learning']",Advanced,"['B09017', 'B06581']",Completed the 'Data Science Expert' course at edX,Worked at Brown Inc for 4 years,PhD,Low,"['B05185', 'B09859', 'B08623', 'B01769', 'B04467']"
U02233,Luis Smith,lynnwalker@example.net,Become an AI Expert,"['Machine Learning', 'Cloud Computing']",Advanced,"['B00876', 'B08519', 'B08878', 'B09514']",Completed the 'Cloud Computing Guru' course at Google,"Worked at Wilson, Marshall and Armstrong for 5 years",PhD,Low,['B07647']
U02234,Karen Medina,debra94@example.com,Become a Machine Learning Researcher,"['Cybersecurity', 'SQL', 'Data Analysis']",Beginner,"['B09504', 'B03938', 'B01363', 'B09198', 'B03500']",Completed the 'Data Science Expert' course at Coursera,Worked at Montgomery PLC for 4 years,PhD,Moderate,"['B01200', 'B00945', 'B04289']"
U02235,Julie Gomez,brandon96@example.com,Become a Data Scientist,"['SQL', 'UI/UX']",Beginner,"['B08345', 'B01204']",Completed the 'Cybersecurity Professional' course at IBM,"Worked at Kaiser, Nelson and Hogan for 3 years",PhD,Moderate,"['B04287', 'B06168']"
U02236,Taylor Rodriguez,icross@example.org,Become a Cloud Engineer,"['Cloud Computing', 'Deep Learning', 'Machine Learning']",Intermediate,[],Completed the 'Cybersecurity Professional' course at Google,"Worked at Bryant, Nguyen and Hall for 5 years",PhD,Moderate,"['B08619', 'B05584', 'B00446', 'B09644', 'B00475']"
U02237,Christopher Carr,qchristensen@example.net,Become a Data Scientist,['SQL'],Intermediate,"['B00432', 'B07230', 'B00202', 'B00673']",Completed the 'Machine Learning Pro' course at IBM,"Worked at Carter, Johnson and Powell for 5 years",High School,Moderate,"['B07857', 'B03083']"
U02238,Jesse Smith,michaelmartinez@example.org,Become a Machine Learning Researcher,['Deep Learning'],Beginner,"['B08528', 'B07789', 'B00679', 'B03484', 'B05136']",Completed the 'Deep Learning Master' course at Coursera,Worked at Patel-Jones for 2 years,Master's Degree,Highly Active,"['B01034', 'B00868', 'B08624', 'B09478', 'B06293']"
U02239,Nina Mccoy,molly52@example.net,Become an AI Expert,"['UI/UX', 'Data Analysis', 'Machine Learning']",Beginner,[],Completed the 'Cloud Computing Guru' course at Google,"Worked at Coleman, Price and Shaw for 4 years",PhD,Moderate,"['B05072', 'B08038']"
U02240,Frank Evans,samuelgibson@example.net,Become a Machine Learning Researcher,"['Cloud Computing', 'Machine Learning', 'Data Analysis', 'Deep Learning']",Beginner,"['B03756', 'B08722']",Completed the 'Machine Learning Pro' course at IBM,Worked at Duncan-Berry for 3 years,Master's Degree,Low,"['B02091', 'B09487']"
U02241,Dalton Reed,shannonfleming@example.com,Become a Software Engineer,"['Cloud Computing', 'Python', 'SQL', 'Data Analysis']",Intermediate,[],Completed the 'Data Science Expert' course at Google,"Worked at Price, Johnson and Guzman for 3 years",Master's Degree,Low,"['B00128', 'B03491', 'B02592']"
U02242,Jennifer Kelly,tammie56@example.com,Become a Software Engineer,"['DevOps', 'Cybersecurity']",Advanced,"['B02868', 'B09174']",Completed the 'DevOps Engineer' course at Udacity,"Worked at Mcintosh, Nguyen and Saunders for 5 years",Master's Degree,Low,"['B09359', 'B07682']"
U02243,Jennifer Aguirre,cpham@example.com,Become a Software Engineer,"['DevOps', 'UI/UX']",Beginner,['B02542'],Completed the 'DevOps Engineer' course at Udacity,Worked at Miller Inc for 4 years,PhD,Moderate,"['B01117', 'B09188', 'B04419', 'B01102']"
U02244,Alex Hebert,geoffrey77@example.com,Become a Software Engineer,"['SQL', 'Machine Learning', 'Python', 'Cloud Computing']",Advanced,"['B06969', 'B09453', 'B02015', 'B09884', 'B03386']",Completed the 'Data Science Expert' course at Google,"Worked at Pierce, Perez and Bowman for 3 years",PhD,Low,"['B05090', 'B01758', 'B07762']"
U02245,Douglas Hardin,perezjerry@example.org,Become a Data Scientist,"['UI/UX', 'Cloud Computing', 'DevOps', 'SQL']",Advanced,"['B08667', 'B08826', 'B08344']",Completed the 'Data Science Expert' course at Google,Worked at Nelson Inc for 5 years,High School,Low,"['B06229', 'B08774', 'B06143', 'B01486']"
U02246,Kelly Gonzalez,jennifermckenzie@example.net,Become a Cloud Engineer,"['Cloud Computing', 'Python', 'Machine Learning', 'SQL']",Intermediate,[],Completed the 'Cybersecurity Professional' course at edX,"Worked at White, White and Bailey for 3 years",Bachelor's Degree,Highly Active,"['B04963', 'B04186', 'B04171', 'B06137']"
U02247,Jennifer Conley,ywarner@example.com,Become a Cloud Engineer,"['Cybersecurity', 'SQL']",Advanced,"['B09738', 'B00406']",Completed the 'Deep Learning Master' course at edX,Worked at Smith-Wheeler for 1 years,PhD,Moderate,[]
U02248,Daniel Torres,tonyflores@example.net,Become a Cloud Engineer,"['Python', 'SQL']",Beginner,"['B05261', 'B03500']",Completed the 'Cloud Computing Guru' course at IBM,Worked at Martinez Ltd for 1 years,Bachelor's Degree,Moderate,"['B01704', 'B06169']"
U02249,Tara Williams,andersonbrent@example.org,Become a Software Engineer,"['SQL', 'Cloud Computing']",Advanced,"['B06887', 'B09513']",Completed the 'Deep Learning Master' course at edX,Worked at Holmes-Bond for 3 years,Master's Degree,Moderate,"['B09688', 'B02623', 'B04146']"
U02250,Melissa Smith,timothyroberts@example.com,Become a Machine Learning Researcher,['SQL'],Beginner,"['B06914', 'B00186', 'B02950']",Completed the 'UI/UX Designer' course at Udacity,Worked at Jones Group for 1 years,Bachelor's Degree,Moderate,"['B04687', 'B00432', 'B00717', 'B08718', 'B04489']"
U02251,Dana Robertson,chloelowery@example.org,Become a Data Scientist,"['Machine Learning', 'DevOps']",Intermediate,"['B09378', 'B06816']",Completed the 'AI Specialist' course at IBM,Worked at Powell Inc for 3 years,Master's Degree,Moderate,[]
U02252,Douglas Booth,ericmanning@example.net,Become a Machine Learning Researcher,"['SQL', 'UI/UX', 'Cloud Computing']",Advanced,"['B06851', 'B04762', 'B03879', 'B03824', 'B04054']",Completed the 'UI/UX Designer' course at IBM,Worked at Ramos-Davis for 3 years,Master's Degree,Low,"['B01375', 'B06871', 'B08286', 'B03107', 'B04133']"
U02253,David Carter,beth67@example.net,Become a Data Scientist,['Cloud Computing'],Beginner,"['B01486', 'B03599', 'B01549', 'B05741']",Completed the 'Cloud Computing Guru' course at Coursera,Worked at Myers-Peters for 4 years,High School,Highly Active,"['B04989', 'B04047', 'B01781']"
U02254,Aaron Mccormick,julie38@example.com,Become a Machine Learning Researcher,"['SQL', 'Python']",Beginner,[],Completed the 'Data Science Expert' course at Google,Worked at Velasquez-Curtis for 5 years,Bachelor's Degree,Low,"['B07983', 'B06901', 'B03113']"
U02255,Amanda Maynard,jessicagraves@example.org,Become a Software Engineer,"['DevOps', 'Cloud Computing']",Advanced,"['B00362', 'B08807']",Completed the 'Machine Learning Pro' course at Google,Worked at Downs-Johnson for 3 years,High School,Highly Active,"['B08378', 'B04826']"
U02256,Sarah Smith,elizabeth36@example.net,Become a Data Scientist,"['UI/UX', 'Data Analysis', 'Cloud Computing', 'Python']",Intermediate,"['B00623', 'B05720', 'B07404', 'B02523']",Completed the 'Cybersecurity Professional' course at edX,"Worked at Hendrix, Perez and Benitez for 2 years",Master's Degree,Highly Active,"['B06100', 'B09589', 'B02457', 'B08463', 'B09287']"
U02257,Natalie Smith MD,christopherbennett@example.com,Become an AI Expert,"['DevOps', 'Cloud Computing', 'Cybersecurity', 'Deep Learning']",Beginner,"['B01758', 'B00610']",Completed the 'Deep Learning Master' course at Coursera,Worked at Hall LLC for 1 years,High School,Low,[]
U02258,Rachel Espinoza,samuelsims@example.net,Become a Cloud Engineer,"['Deep Learning', 'DevOps']",Intermediate,"['B04603', 'B03700', 'B06858', 'B01959', 'B04709']",Completed the 'UI/UX Designer' course at edX,Worked at Lyons-Wright for 5 years,Bachelor's Degree,Low,"['B08654', 'B01460', 'B01474', 'B09636']"
U02259,Steven Williams,lcontreras@example.org,Become a Data Scientist,['SQL'],Beginner,[],Completed the 'Machine Learning Pro' course at Coursera,"Worked at Finley, Hood and Trevino for 3 years",PhD,Low,"['B08259', 'B07505']"
U02260,Rebecca Stanley,louis41@example.org,Become an AI Expert,"['Cloud Computing', 'Deep Learning', 'Machine Learning', 'DevOps']",Advanced,"['B03666', 'B08953', 'B01613', 'B08920', 'B04226']",Completed the 'Deep Learning Master' course at edX,Worked at Barnes-Charles for 1 years,Master's Degree,Moderate,"['B09827', 'B02256', 'B08956', 'B09558']"
U02261,Stephanie Hooper,johnsontheodore@example.org,Become a Software Engineer,"['Cloud Computing', 'Machine Learning', 'Cybersecurity', 'Python']",Advanced,"['B06615', 'B05473', 'B09705']",Completed the 'DevOps Engineer' course at Udacity,Worked at Riley PLC for 1 years,PhD,Moderate,"['B02102', 'B08541', 'B03432', 'B09609']"
U02262,Lindsey Barnett,tylergonzalez@example.com,Become a Data Scientist,"['UI/UX', 'Machine Learning', 'Cloud Computing', 'Cybersecurity']",Beginner,"['B06623', 'B08886', 'B03547', 'B09016']",Completed the 'Cloud Computing Guru' course at Coursera,"Worked at Young, Mendoza and Mendoza for 5 years",Master's Degree,Highly Active,"['B03100', 'B09741']"
U02263,Crystal Quinn,cobbmichael@example.net,Become a Cloud Engineer,"['UI/UX', 'DevOps']",Advanced,[],Completed the 'Deep Learning Master' course at Udacity,Worked at Oliver Ltd for 2 years,Master's Degree,Moderate,[]
U02264,Benjamin Roth,csosa@example.net,Become a Machine Learning Researcher,"['Cybersecurity', 'SQL']",Intermediate,"['B00764', 'B02495']",Completed the 'Data Science Expert' course at edX,Worked at Cantu Group for 2 years,High School,Moderate,"['B02622', 'B01765', 'B05083', 'B04535']"
U02265,Nicole Garcia,zflores@example.org,Become a Software Engineer,"['Python', 'DevOps']",Advanced,['B09861'],Completed the 'Deep Learning Master' course at Google,"Worked at Walton, Parker and Underwood for 5 years",Master's Degree,Highly Active,"['B02795', 'B06588', 'B09217', 'B06680', 'B05256']"
U02266,Sarah Gomez MD,jessewilliams@example.net,Become a Data Scientist,"['Deep Learning', 'UI/UX']",Beginner,"['B04353', 'B03823', 'B00123']",Completed the 'Data Science Expert' course at Google,Worked at Crawford Group for 2 years,PhD,Highly Active,['B07616']
U02267,Carlos Jensen,reiddonna@example.net,Become a Software Engineer,"['UI/UX', 'Machine Learning']",Intermediate,"['B02162', 'B03820', 'B06892']",Completed the 'Python Certification' course at Udacity,Worked at Vasquez-Ball for 5 years,Bachelor's Degree,Highly Active,"['B03743', 'B02706', 'B08556', 'B03497']"
U02268,Kelsey Grant,clivingston@example.com,Become an AI Expert,"['SQL', 'Python', 'Machine Learning']",Intermediate,"['B05688', 'B05920', 'B02999', 'B02126']",Completed the 'Python Certification' course at Coursera,Worked at Gould and Sons for 2 years,High School,Low,"['B00548', 'B08998', 'B01271', 'B04965', 'B00815']"
U02269,Anna Coleman,ewhite@example.com,Become an AI Expert,"['Cybersecurity', 'Python', 'Machine Learning']",Intermediate,"['B04734', 'B00484', 'B01505']",Completed the 'Cybersecurity Professional' course at Coursera,Worked at Robinson-Greer for 2 years,Master's Degree,Moderate,"['B00798', 'B02494', 'B00913', 'B08913']"
U02270,Joanne Hamilton,ericgomez@example.org,Become an AI Expert,"['Deep Learning', 'Machine Learning', 'Data Analysis']",Beginner,"['B03089', 'B01401', 'B07336']",Completed the 'Big Data Analyst' course at Coursera,Worked at Pope-Glover for 1 years,Bachelor's Degree,Highly Active,[]
U02271,Joshua Palmer,yodom@example.com,Become a Machine Learning Researcher,['Data Analysis'],Intermediate,"['B09144', 'B03265', 'B03119', 'B04158', 'B02201']",Completed the 'Cloud Computing Guru' course at Udacity,"Worked at Garcia, Myers and Myers for 1 years",PhD,Moderate,['B00500']
U02272,Stacy Wolfe,shenderson@example.net,Become a Software Engineer,"['DevOps', 'UI/UX']",Beginner,"['B04108', 'B07805']",Completed the 'Data Science Expert' course at Coursera,"Worked at Lopez, Miller and Schmidt for 4 years",High School,Highly Active,['B06912']
U02273,Gabriel Gonzalez,larry61@example.com,Become a Data Scientist,"['Machine Learning', 'Deep Learning', 'UI/UX']",Beginner,"['B09933', 'B04752']",Completed the 'Big Data Analyst' course at Google,"Worked at Singleton, Walker and Sullivan for 4 years",Bachelor's Degree,Moderate,['B01790']
U02274,Karen Scott,philip40@example.net,Become a Software Engineer,"['Cybersecurity', 'Machine Learning', 'UI/UX', 'SQL']",Intermediate,"['B01435', 'B05723', 'B09216', 'B06669', 'B07909']",Completed the 'AI Specialist' course at edX,"Worked at Garcia, Johnson and Huber for 4 years",Bachelor's Degree,Low,[]
U02275,Albert Lynch,gabrielpark@example.com,Become an AI Expert,"['Deep Learning', 'UI/UX', 'Cloud Computing', 'Data Analysis']",Beginner,"['B08875', 'B02786']",Completed the 'Python Certification' course at edX,Worked at White-Cox for 2 years,Master's Degree,Highly Active,"['B06501', 'B08894', 'B05752', 'B05859', 'B05842']"
U02276,Mark Davis,peterbauer@example.org,Become a Data Scientist,['SQL'],Intermediate,['B07219'],Completed the 'Data Science Expert' course at Udacity,Worked at Trevino Ltd for 4 years,PhD,Moderate,"['B08148', 'B03619', 'B02179']"
U02277,Karen Williams,pamela32@example.com,Become a Data Scientist,['Cloud Computing'],Advanced,"['B07818', 'B01466', 'B08911']",Completed the 'DevOps Engineer' course at IBM,Worked at Poole-White for 5 years,High School,Highly Active,"['B03210', 'B05751', 'B01524']"
